TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
298946836,TOI-5044,TOI-5044.01,5964,-128.1,128.1,2.09656,-0.100462,0.100462,3.83248,-0.08,0.08,487.432,-7.3055,7.3055,11.1072,243.221573,-61.031281,PC,06/01/2022 22:49,13.15347684,-0.7415319,0.7415319,2460072.097,-0.002285,0.002285,0.330830224,-0.0103621,0.0103621,4.494587,-0.1578256,0.1578256,5.5556615,-0.0004246,0.0004246,0.057517843,PC,3,4,3,3,4,4,4,2022-01-06 22:49:59.111383+00:00,2024-12-05 15:58:35.870000+00:00,found in faint-star QLP search,"[39, 65, 66]",0,0,0,0,TRUE,,1.09,,11.691,11.1072,10.47,10.22,10.13,10.076,10.111,9.993,TRUE,624.03,-246.4,406.88,1.280187647,1.963417955,-0.7752611,1.173476622,0.066155159,-0.066155159,0.063201775,9454851039,6.482244261,0,90,0,0,0.2,0.8,2.3,138.7,212.7,84,16180.5132,16180.5132,1706214.839,1253.487612,2460074.874,84,84,1656.379859,21,263,522,2,12,24,Eclipse,2,12,24,0,0,0,2
291857895,TOI-5047,TOI-5047.01,4881,-128.5,128.5,0.863852,-0.06,0.06,4.46828,-0.09,0.09,266.138,-2.455,2.455,12.6794,248.591364,-38.239147,PC,06/01/2022 22:50,12.92303201,-0.908956,0.908956,2459379.298,-0.001549,0.001549,1.881,-0.00119915,0.00119915,3.367,-0.18,0.18,7.3142625,-3.51E-05,3.51E-05,0.137149553,PC,3,4,3,3,4,4,4,2022-01-06 22:50:00.826576+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.8,,13.739,12.6794,11.65,11.134,10.992,10.873,10.912,10.684,TRUE,646.63,-251.41,412.37,1.297461119,2.034525507,-0.791024323,1.152917676,0.081091762,-0.081091762,0.068491292,10246151374,17.04902004,0,90,0,0,0.2,0.8,2.3,157.6,247.2,96.1,12121.2,12121.2,110598.3296,81.25215708,2459382.955,52,49,835.8803178,8,107,216,4,34,68,Eclipse,4,34,68,1,0,1,1
323022088,TOI-5048,TOI-5048.01,5604,-122,122,1.56055,,,4.04715,,,610.636,-12.391,12.391,13.115,247.424651,-28.504414,APC,06/01/2022 22:50,14.02630423,,,2459386.666,-0.002191,0.002191,0.679,-0.00173763,0.00173763,1.463,-0.241,0.241,1.3583233,-5.30E-06,5.30E-06,0.082401456,PC,3,4,3,3,4,4,4,2022-01-06 22:50:01.359380+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.99,,14.311,13.115,11.989,11.541,11.423,11.289,11.31,11.098,TRUE,553.62,-228.51,388.86,1.223490386,1.74188332,-0.718972865,1.251345199,,,0.023932362,3580230400,3.297701065,0,90,0,0,0.2,0.8,2.3,226,321.9,132.9,5266.8,5266.8,5138638.391,3775.151534,2459387.345,258,261,2182.114255,21,306,609,1,11,21,Eclipse,1,11,21,1,0,1,2
261020738,TOI-5049,TOI-5049.01,5508,-131.9,131.9,1.08175,-0.06,0.06,4.35659,-0.08,0.08,478.128,-6.799,6.799,12.9072,226.112079,-66.203063,PC,06/01/2022 22:50,11.99244523,-0.823871,0.823871,2459384.734,-0.001364,0.001364,1.033,-0.0010596,0.0010596,2.679,-0.163,0.163,2.9204289,-1.37E-05,1.37E-05,0.101636608,PC,3,4,3,3,4,4,4,2022-01-06 22:50:02.086797+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 38, 39]",0,0,0,0,TRUE,,0.97,,13.719,12.9072,12.079,11.704,11.574,11.499,11.518,11.593,TRUE,717.39,-268.1,428.31,1.347613968,2.257161365,-0.843536935,1.069896142,0.073500974,-0.073500974,0.039598729,5923885541,7.871504561,0,90,0,0,0.2,0.8,2.3,195.5,327.6,122.4,9644.4,9644.4,841629.5847,618.3115013,2459386.194,183,181,1388.193665,28,405,806,3,21,42,Eclipse,3,21,42,1,0,1,1
282701278,TOI-5050,TOI-5050.01,6692,-136.9,136.9,1.47964,-0.07,0.07,4.25004,-0.09,0.09,693.064,-10.707,10.707,12.6487,232.617533,-55.787488,PC,06/01/2022 22:50,12.13140123,-0.751026,0.751026,2459382.64,-0.001288,0.001288,0.565,-0.000748419,0.000748419,2.071,-0.197,0.197,2.3064574,-1.10E-05,1.10E-05,0.075166482,PC,3,4,3,3,4,4,4,2022-01-06 22:50:02.760633+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 38, 39]",0,0,0,0,TRUE,,1.42,,13.238,12.6487,11.963,11.691,11.565,11.138,11.134,10.824,TRUE,714.11,-268.62,430.54,1.354630332,2.246841331,-0.845173038,1.082292986,0.067002167,-0.067002167,0.038411319,5746251595,5.582215144,0,90,0,0,0.2,0.8,2.3,164.9,273.6,102.9,7455.6,7455.6,3647747.915,2679.854096,2459383.793,190,191,2002.800306,49,736,1464,4,29,57,Eclipse,4,29,57,0,0,0,1
217933560,TOI-5051,TOI-5051.01,4708,-124.8,124.8,1.1322,-0.08,0.08,4.20528,-0.09,0.09,213.538,-2.2705,2.2705,11.6451,261.385143,-44.046683,PC,06/01/2022 22:50,15.39993992,-1.11035,1.11035,2459379.848,-0.001041,0.001041,1.555,-0.000558672,0.000558672,2.842,-0.138,0.138,3.5980715,-1.03E-05,1.03E-05,0.124699639,PC,3,4,3,3,4,4,4,2022-01-06 22:50:03.181884+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.75,,12.709,11.6451,10.655,10.081,9.989,9.912,9.943,9.941,TRUE,453.98,-202,363.79,1.144611345,1.42838082,-0.635563077,1.373892978,0.099058962,-0.099058962,0.041771372,6248908357,7.933393604,0,90,0,0,0.2,0.8,2.3,183.9,229.5,102.1,10231.2,10231.2,442063.5816,324.7663839,2459381.647,103,103,1181.930543,1,19,37,1,2,4,Eclipse,1,2,4,0,0,0,2
208151094,TOI-5052,TOI-5052.01,5496,-129.2,129.2,1.07448,-0.06,0.06,4.35795,-0.08,0.08,384.47,-5.6155,5.6155,12.3562,244.35621,-59.097565,PC,06/01/2022 22:50,16.44568144,-0.867809,0.867809,2459381.491,-0.001807,0.001807,1.969,-0.00101422,0.00101422,2.988,-0.178,0.178,4.0668104,-0.0007668,0.0007668,0.14032106,PC,3,4,3,3,4,4,4,2022-01-06 22:50:03.622659+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,0.96,,13.094,12.3562,11.548,11.186,11.07,10.978,10.982,11.413,TRUE,387.5,-183.32,347.59,1.093640445,1.219211348,-0.576789224,1.467187948,0.077420866,-0.077420866,0.049206003,7361113245,9.847435834,0,90,0,0,0.2,0.8,2.3,143.1,159.5,75.5,10756.8,10756.8,533088.2314,391.6385435,2459383.525,110,111,1238.426243,2,27,53,1,5,11,Eclipse,1,5,11,1,0,1,2
401704685,TOI-5054,TOI-5054.01,6160,-136,136,1.41823,-0.07,0.07,4.20276,-0.08,0.08,695.421,-6.9835,6.9835,12.7372,318.86343,-83.164507,PC,06/01/2022 22:50,13.82772509,-0.71117,0.71117,2460100.052,-0.001641,0.001641,0.799,-0.000411976,0.000411976,2.653,-0.343,0.343,4.2100055,-2.56E-05,2.56E-05,0.0893868,PC,3,4,3,3,4,4,4,2022-01-06 22:50:04.791361+00:00,2024-12-05 15:59:15.075000+00:00,found in faint-star QLP search,"[27, 39, 66, 67]",0,0,0,0,TRUE,,1.17,,13.391,12.7372,12.066,11.766,11.689,11.656,11.681,11.647,TRUE,569.49,-232.74,392.92,1.236264575,1.791815924,-0.732281933,1.233629125,0.063446447,-0.063446447,0.053785357,8046174893,8.154940507,0,90,0,0,0.2,0.8,2.3,140.1,203.2,83.1,9550.8,9550.8,1226988.526,901.4192605,2460102.157,226,226,1525.30016,27,395,787,5,35,70,Eclipse,5,35,70,1,0,1,1
216925130,TOI-5056,TOI-5056.01,6066,-131.6,131.6,1.95961,-0.1,0.1,3.90681,-0.08,0.08,397.322,-8.774,8.774,10.9531,259.468864,-44.865144,PC,06/01/2022 22:50,9.559063005,-0.784793,0.784793,2459381.819,-0.009816,0.009816,0.2,-0.000906342,0.000906342,4.794,-1.264,1.264,7.6686232,-0.0001491,0.0001491,0.04472136,PC,3,4,3,3,4,4,4,2022-01-06 22:50:05.917864+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; possible additional transit at ~1632 TBJD,"[12, 39]",0,0,0,0,TRUE,,1.13,,11.675,10.9531,10.207,9.871,9.739,8.937,9.005,8.981,TRUE,276.01,-97.64,151.2,0.475728402,0.868424578,-0.307209796,0.852803947,0.070014662,-0.070014662,0.079279998,11860118860,8.69956207,0,90,0,0,0.2,0.8,2.3,45.2,82.5,29.2,17258.4,17258.4,1013823.506,744.8154692,2459385.653,49,49,1454.248795,14,170,335,6,43,83,Eclipse,6,43,83,0,0,0,1
37291237,TOI-5057,TOI-5057.01,4520,-122,122,2.84669,,,,,,347.227,-6.797,6.797,11.0837,254.842052,-35.388933,PC,06/01/2022 22:50,13.06343799,,,2459385.83,-0.003166,0.003166,0.177,-0.000836035,0.000836035,1.501,-0.3,0.3,1.1437772,-9.40E-06,9.40E-06,0.042071368,PC,3,4,3,3,4,4,4,2022-01-06 22:50:06.497387+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; check neighboring TIC 37291215,"[12, 39]",0,0,0,0,TRUE,"Star Mass, ",3.930862116,,12.449,11.0837,9.917,9.486,9.299,8.678,8.759,8.979,TRUE,631.28,-248.95,409.45,1.288273771,1.986229006,-0.783284297,1.16544388,,,0.03378339,5053923190,2.551916489,0,90,0,0,0.2,0.8,2.3,100.5,155,61.1,5403.6,5403.6,3629176.914,2666.210726,2459386.401,314,315,2000.737941,55,722,1455,1,10,20,Eclipse,1,10,20,0,0,0,2
458027465,TOI-5059,TOI-5059.01,4676,-122.4,122.4,0.774407,-0.06,0.06,4.53519,-0.09,0.09,156.693,-1.3435,1.3435,11.8876,250.408499,-41.58444,PC,06/01/2022 22:50,12.13835898,-0.890268,0.890268,2459370.259,-0.001339,0.001339,2.065,-0.00119826,0.00119826,2.935,-0.195,0.195,8.7876771,-2.79E-05,2.79E-05,0.143701079,PC,3,4,3,3,4,4,4,2022-01-06 22:50:07.565611+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.75,,12.928,11.8876,10.868,10.35,10.222,10.137,10.259,10.055,TRUE,712.54,-268.7,430.88,1.355700092,2.241901558,-0.845424746,1.082913716,0.079424528,-0.079424528,0.075762409,11333895105,21.03719902,0,90,0,0,0.2,0.8,2.3,161.7,267.5,100.9,10566,10566,61174.15908,44.94220121,2459374.652,43,44,720.8842662,5,71,144,4,28,53,Eclipse,4,28,53,0,0,0,1
16264917,TOI-5060,TOI-5060.01,9561,-125,125,1.17809,,,4.68132,,,941.579,-28.9025,28.9025,13.4489,247.643085,-49.414177,PC,06/01/2022 22:50,14.88070605,,,2459373.111,-0.008663,0.008663,1.341,-0.0138911,0.0138911,2.229,-0.658,0.658,1.2695326,-0.0017102,0.0017102,0.115801554,PC,3,4,3,3,4,4,4,2022-01-06 22:50:08.041391+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,2.43,,13.857,13.4489,12.752,12.483,12.336,,,,TRUE,487.06,-211.65,372.59,1.172299242,1.53246214,-0.665925372,1.327569955,,,0.030853116,4615560441,5.631498457,0,90,0,0,0.2,0.8,2.3,121.7,159.2,69.2,8024.4,8024.4,14938608.29,10974.79638,2459373.746,312,314,2848.894296,4,59,118,1,10,19,Eclipse,1,10,19,1,0,1,2
214218272,TOI-5061,TOI-5061.01,6443,-129.5,129.5,1.33988,-0.06,0.06,4.29788,-0.09,0.09,792.868,-13.585,13.585,12.9971,260.73494,-51.983412,PC,06/01/2022 22:50,12.23645431,-0.727395,0.727395,2459384.087,-0.003084,0.003084,0.701,-0.00104384,0.00104384,3.14,-0.318,0.318,3.3645349,-2.30E-05,2.30E-05,0.083725743,PC,3,4,3,3,4,4,4,2022-01-06 22:50:08.591989+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.3,,13.424,12.9971,12.368,12.108,12.068,11.977,12.04,12.308,TRUE,704.66,-266.52,428.57,1.348432019,2.217108306,-0.838565699,1.09166521,0.064893947,-0.064893947,0.047974316,7176855558,7.699212346,0,90,0,0,0.2,0.8,2.3,153.5,252.5,95.5,11304,11304,1647595.568,1210.422385,2459385.77,121,120,1641.912407,59,872,1735,7,52,103,Eclipse,7,52,103,1,0,1,1
173979859,TOI-5063,TOI-5063.01,6955,-125,125,1.5382,-0.07,0.07,4.24588,-0.09,0.09,881.246,-23.582,23.582,12.6019,258.239194,-59.367192,PC,06/01/2022 22:50,16.34468641,-0.868134,0.868134,2459386.532,-0.001912,0.001912,0.949,-0.000734059,0.000734059,3.323,-0.25,0.25,3.613799,-1.92E-05,1.92E-05,0.097416631,PC,3,4,3,3,4,4,4,2022-01-06 22:50:09.664358+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.52,,13.025,12.6019,12.121,11.923,11.897,11.811,11.889,11.52,TRUE,394.91,-184.95,348.61,1.096849724,1.242525815,-0.581917778,1.458177759,0.077449861,-0.077449861,0.053001878,7928968126,7.40937988,0,90,0,0,0.2,0.8,2.3,109.9,124.5,58.3,11962.8,11962.8,2415797.211,1774.789323,2459388.339,125,119,1806.721471,8,114,226,2,17,35,Eclipse,2,17,35,1,0,1,2
56655478,TOI-5066,TOI-5066.01,7509.38,-107.3,107.3,2.00474,-0.08,0.08,4.072,-0.08,0.08,402.304,-8.2375,8.2375,10.3418,63.833786,27.062203,PC,06/01/2022 23:39,7.656564936,-0.467627,0.467627,2460231.616,-0.001342,0.001342,0.1226,-0.0112203,0.0112203,1.208,-0.409,0.409,1.3454079,-3.10E-06,3.10E-06,0.035014283,PC,3,4,3,3,4,4,4,2022-01-06 23:39:34.927206+00:00,2023-12-06 15:30:05.170000+00:00,slight depth aperture correlation without offset in difference image,"[43, 44, 70]",0,0,0,0,TRUE,,1.73,0.4323,10.996,10.3418,9.678,9.497,9.402,9.335,9.337,9.305,TRUE,90.67,-33.44,52.8,0.166127378,0.285279724,-0.105214006,0.683074146,0.041718958,-0.041718958,0.028632922,4283424144,3.071220664,0,90,0,0,0.2,0.8,2.3,21.2,36.5,13.5,4348.8,4348.8,19110237.61,14039.52514,2460232.289,263,264,3029.936824,4,55,111,4,39,78,Eclipse,4,39,78,0,0,0,1
438073782,TOI-5091,TOI-5091.01,6832,-197.284,197.284,1.49513,-0.08,0.08,4.2575,-0.0962536,0.0962536,500.511,-16.0175,16.0175,11.4438,95.635062,14.017632,PC,06/01/2022 23:46,17.36665442,-0.852025,0.852025,2459546.829,-0.000414,0.000414,1.134,-6.18E-05,6.18E-05,3.705,-0.051,0.051,3.6413702,-3.10E-06,3.10E-06,0.106489436,PC,3,4,3,3,4,4,4,2022-01-06 23:46:12.945221+00:00,2022-03-10 15:51:30.648000+00:00,also a CTOI from Olmschenk,"[6, 33, 43, 44, 45]",0,0,0,0,TRUE,,1.475,,11.81,11.4438,10.946,10.767,10.692,10.634,10.643,10.582,TRUE,340.35,-168.74,334.77,1.053304214,1.070860857,-0.530915414,1.549351795,0.07601271,-0.07601271,0.052740016,7889794163,7.585159437,0,90,0,0,0.2,0.8,2.3,107.4,109.2,54.1,13338,13338,2146288.214,1576.791871,2459548.65,98,98,1754.084468,1,18,35,1,3,5,Eclipse,1,3,5,0,0,0,2
349582831,TOI-5100,TOI-5100.01,6028,-131.193,131.193,1.32264,-0.0649296,0.0649296,4.2444,-0.0795407,0.0795407,513.756,-9.618,9.618,12.4261,66.934984,33.086274,PC,06/01/2022 23:46,16.54589282,-0.854775,0.854775,2459500.691,-0.000547,0.000547,1.315333102,-0.019762979,0.019762979,2.445241,-0.0450716,0.0450716,3.4532143,-4.00E-06,4.00E-06,0.114687972,PC,3,4,3,3,4,4,4,2022-01-06 23:46:17.396661+00:00,2024-11-15 17:07:04.395000+00:00,also a CTOI from Olmschenk,"[44, 59, 70, 71]",0,0,0,0,TRUE,,1.12,,13.146,12.4261,11.622,11.31,11.236,11.171,11.177,11.792,TRUE,383.96,-181.65,346.03,1.088732136,1.208073262,-0.571534816,1.476128224,0.076258049,-0.076258049,0.04644693,6948361845,7.551248644,0,90,0,0,0.2,0.8,2.3,135.7,150.7,71.3,8802.8676,8802.8676,1312193.861,964.0162024,2459502.418,104,104,1551.132368,3,49,98,1,7,13,Eclipse,1,7,13,0,0,0,2
203287192,TOI-5105,TOI-5105.01,6355.82,-103.2,103.2,2.107,-0.11,0.11,3.89111,-0.09,0.09,923.354,-32.421,32.421,12.1476,136.169901,20.931448,PC,25/01/2022 21:39,17.56161502,-0.805938,0.805938,2460277.667,-0.001357,0.001357,0.5839,-0.00395051,0.00395051,4.152,-0.041,0.041,4.4455436,-2.80E-06,2.80E-06,0.07641335,PC,3,4,3,3,4,4,4,2022-01-25 21:39:21.654283+00:00,2024-02-01 19:10:35.733000+00:00,EPIC 212040382.01,"[44, 45, 46, 72]",0,0,0,0,TRUE,,1.26,-0.374311,12.855,12.1476,11.608,11.335,11.286,11.252,11.29,11.216,TRUE,330.57,-165.54,332.12,1.044966382,1.040089536,-0.520847088,1.566745045,0.071901096,-0.071901096,0.057163969,8551608050,5.833930465,0,90,0,0,0.2,0.8,2.3,110.7,110.2,55.2,14947.2,14947.2,2717349.104,1996.327404,2460279.889,78,78,1860.698327,7,103,205,2,14,28,Eclipse,2,14,28,0,0,0,2
411930845,TOI-5109,TOI-5109.01,9124,-172.7,172.7,4.71162,-0.34,0.34,3.45534,-0.09,0.09,1165.13,-78.905,78.905,10.2846,79.413022,17.714524,PC,25/01/2022 22:18,20.55705639,-1.71191,1.71191,2459547.384,-0.001401,0.001401,0.16,-0.000254145,0.000254145,1.693,-0.41,0.41,3.2104815,-0.0001071,0.0001071,0.04,PC,3,4,3,3,4,4,4,2022-01-25 22:18:18.587403+00:00,2022-01-25 16:43:44.139000+00:00,large star; likely inflated hot Jupiter; possible secondary,"[43, 44, 45]",0,0,0,0,TRUE,,2.31,,10.422,10.2846,9.922,9.881,9.815,9.772,9.772,9.789,TRUE,228.48,-129.14,297.18,0.935032847,0.718878474,-0.40631988,1.833980884,0.152726643,-0.152726643,0.056308559,8423640573,2.569848776,0,90,0,0,0.2,0.8,2.3,73.7,56.7,32.1,6094.8,6094.8,59492242.59,43706.56463,2459548.989,109,110,4024.542286,5,68,136,1,14,28,Eclipse,1,14,28,0,0,0,2
337385330,TOI-5112,TOI-5112.01,3973,-157,157,0.605852,-0.02,0.02,4.64627,-0.01,0.01,43.8372,-0.087,0.087,10.1857,110.304466,17.588565,PC,25/01/2022 22:18,2.323306249,-0.13157,0.13157,2460261.292,-0.00424,0.00424,0.1236,-0.0112198,0.0112198,3.564,-0.961,0.961,15.532806,-0.0001054,0.0001054,0.035156792,PC,2,4,1,1,4,4,4,2022-01-25 22:18:20.058658+00:00,2024-01-04 12:15:03.060000+00:00,potential L1 planet; possible centroid offset in QLP s46,"[44, 45, 46, 71, 72]",0,0,0,0,TRUE,,0.592837,,11.487,10.1857,9.029,8.424,8.24,8.129,8.144,8.062,TRUE,4.37,-2.91,8.83,0.027782287,0.013749558,-0.009155884,0.207271857,0.011737909,-0.011737909,0.102349542,15311273554,36.32643394,0,90,0,0,0.2,0.8,2.3,3.2,1.6,1.1,12830.4,12830.4,10684.01376,7.849116413,2460269.059,23,23,466.1140392,10,79,155,5919,25809,58629,Transit,10,79,155,0,0,0,1
26693519,TOI-5114,TOI-5114.01,5281.02,-178.8,178.8,5.63,-0.18,0.18,,,,620.3213932,,,10.0643,110.7852,25.558752,PC,25/01/2022 22:18,24.83880647,-1.27753,1.27753,2460280.732,-0.001753,0.001753,0.1636,-0.0122241,0.0122241,2.115,-0.493,0.493,6.1539077,-1.82E-05,1.82E-05,0.040447497,PC,3,4,3,3,4,4,4,2022-01-25 22:18:20.939345+00:00,2024-02-01 18:37:34.662000+00:00,evolved host; possibly too large; Rstar ~ 5.6 Rsun in TIC 8,"[44, 45, 46, 71, 72]",0,0,0,0,TRUE,"Star Mass, Star Distance, ",10.37576577,-0.065255,10.771,10.0643,9.245,8.821,8.714,8.629,8.688,8.635,TRUE,196.31,-111.9,259.9,0.81773685,0.617660335,-0.352076774,2.215973697,0.113973789,-0.113973789,0.143346132,21444276091,5.47496052,0,90,0,0,0.2,0.8,2.3,19.1,14.4,8.2,7614,7614,1470022.579,1079.966632,2460283.809,56,57,1595.924414,6,71,141,3,22,43,Eclipse,3,22,43,0,0,0,1
58723861,TOI-5120,TOI-5120.01,5778.45,-103.5,103.5,1.46991,-0.06,0.06,4.11885,-0.07,0.07,229.962,-1.961,1.961,10.2326,104.214073,22.595448,PC,25/01/2022 22:18,12.68552923,-0.523996,0.523996,2460267.927,-0.001143,0.001143,0.626,-6.32E-05,6.32E-05,6.745,-0.131,0.131,24.9163182,-4.98E-05,4.98E-05,0.079120162,PC,3,4,3,3,4,4,4,2022-01-25 22:18:23.683645+00:00,2024-02-01 18:32:55.119000+00:00,warm Jupiter candidate,"[44, 45, 71, 72]",0,0,0,0,TRUE,,1.036,0.203727,10.792,10.2326,9.656,9.41,9.249,9.243,9.276,9.253,TRUE,665.45,-256.73,417.98,1.315112153,2.093739849,-0.807762914,1.13172906,0.046747872,-0.046747872,0.168999543,25281971710,24.72283061,0,90,0,0,0.2,0.8,2.3,89.4,142.3,54.9,24282,24282,103360.8123,75.93504338,2460280.385,14,14,821.7642907,12,106,209,6,35,71,Eclipse,6,35,71,0,0,0,1
406495245,TOI-5128,TOI-5128.01,7642,-138.8,138.8,1.99361,-0.08,0.08,4.09164,-0.08,0.08,193.998,-4.402,4.402,8.2893,143.31764,9.168421,PC,25/01/2022 22:18,9.473686011,-0.389099,0.389099,2460274.611,-0.00094,0.00094,0.1898,-0.00660068,0.00660068,3.018,-0.522,0.522,7.6014943,-1.19E-05,1.19E-05,0.043566042,PC,3,4,3,3,4,4,4,2022-01-25 22:18:27.498121+00:00,2024-02-01 19:19:20.985000+00:00,double star,"[45, 46, 72]",0,0,0,0,TRUE,,1.79,,8.43,8.2893,7.919,7.825,7.765,7.682,7.74,7.765,TRUE,265.56,-93.8,145.28,0.457101999,0.835545201,-0.295127805,0.845187108,0.034713147,-0.034713147,0.091872738,13743966000,9.909457179,0,90,0,0,0.2,0.8,2.3,32,58.6,20.7,10864.8,10864.8,1968826.235,1446.417673,2460278.411,43,47,1716.592074,5,35,69,2,13,24,Eclipse,2,13,24,0,0,0,2
291517604,TOI-5148,TOI-5148.01,5447,-126.6,126.6,1.90685,-0.1,0.1,3.85516,-0.08,0.08,237.514,-3.044,3.044,10.0143,261.241401,-58.633055,PC,08/02/2022 19:33,14.618765,-0.730511,0.730511,2460117.346,-0.001266,0.001266,0.494,-2.78E-05,2.78E-05,6.023,-0.247,0.247,5.0637114,-9.50E-06,9.50E-06,0.070285134,PC,3,4,3,3,4,4,4,2022-02-08 19:33:11.512599+00:00,2023-08-28 11:30:15.069000+00:00,evolved host,"[12, 39, 66]",0,0,0,0,TRUE,,0.95,,10.734,10.0143,9.327,8.959,8.885,8.789,8.847,8.792,TRUE,508.73,-216.75,378.07,1.18954125,1.600643585,-0.681971767,1.3042011,0.065171938,-0.065171938,0.056753739,8490238550,6.4000204,0,90,0,0,0.2,0.8,2.3,145.7,196,83.5,21682.8,21682.8,1217631.593,894.5450965,2460119.878,85,88,1522.480358,3,24,47,1,1,3,Eclipse,1,1,3,0,0,0,3
286094277,TOI-5149,TOI-5149.01,5903,-334,334,1.70581,-0.0866133,0.0866133,4.00481,-0.11,0.11,298.458,-4.4835,4.4835,10.4815,310.458865,48.028314,PC,08/02/2022 19:40,19.56133072,-0.9397903,0.9397903,2459814.873,-0.000799,0.000799,1.105284604,-0.009228213,0.009228213,9.708321,-0.0704824,0.0704824,27.3714952,-8.10E-05,8.10E-05,0.105132517,PC,3,4,3,3,4,4,4,2022-02-08 19:40:32.894742+00:00,2024-10-31 16:15:18.453000+00:00,possibly too large for insolation,"[15, 16, 41, 55, 56, 75, 76, 82]",0,0,0,0,TRUE,,1.073,,11.09,10.4815,9.838,9.527,9.437,9.391,9.433,7.427,TRUE,253.46,-139.11,307.74,0.968258323,0.797474344,-0.437689008,1.745148037,0.083842619,-0.083842619,0.182022309,27230149830,22.94549185,0,90,0,0,0.2,0.8,2.3,62.3,51.3,28.2,34949.9556,34949.9556,130683.8148,96.00815748,2459828.559,34,35,871.3830334,1,6,12,1,8,14,Transit,1,6,12,0,0,0,2
